rank,path,loc,weight,impact_score,cumulative_migrated_ts_lines,projected_rust_percent_after_lane
207,client/systems/autonomy/self_mod_reversion_drill.ts,331,3,993,201720,53.785
208,client/systems/ops/token_economics_engine.ts,366,2.7,988.2,202086,53.88
209,client/systems/autonomy/non_yield_cycle.ts,327,3,981,202413,53.966
210,client/systems/fractal/mini_core_instancer.ts,487,2,974,202900,54.093
211,client/systems/security/goal_preservation_kernel.ts,389,2.5,972.5,203289,54.194
212,client/systems/self_audit/illusion_integrity_lane.ts,966,1,966,204255,54.446
213,client/systems/ops/cognitive_toolkit_cli.ts,398,2.4,955.2,204653,54.55
214,client/systems/ops/js_holdout_audit.ts,398,2.4,955.2,205051,54.654
215,client/systems/ops/platform_oracle_hostprofile.ts,398,2.4,955.2,205449,54.758
216,client/systems/ops/compliance_retention_uplift.ts,397,2.4,952.8,205846,54.861
217,client/systems/autonomy/trit_shadow_weekly_adaptation.ts,317,3,951,206163,54.944
218,client/systems/ops/simplicity_budget_gate.ts,396,2.4,950.4,206559,55.047
219,client/systems/workflow/orchestron/nursery_tester.ts,475,2,950,207034,55.171
220,client/systems/fractal/child_organ_runtime.ts,557,1.7,946.9,207591,55.316
221,client/systems/autonomy/physiology_opportunity_map.ts,315,3,945,207906,55.399
222,client/systems/routing/llm_gateway_failure_classifier.ts,363,2.6,943.8,208269,55.493
223,client/systems/personas/shadow_cli.ts,449,2.1,942.9,208718,55.61
224,client/systems/ops/rust50_sprint_contract.ts,391,2.4,938.4,209109,55.712
225,client/systems/autonomy/non_yield_harvest.ts,310,3,930,209419,55.793
226,client/systems/autonomy/strategy_readiness.ts,310,3,930,209729,55.874
227,client/systems/finance/economic_entity_manager.ts,927,1,927,210656,56.116
228,client/systems/autonomy/exception_recovery_classifier.ts,309,3,927,210965,56.197
229,client/systems/ops/state_backup.ts,386,2.4,926.4,211351,56.297
230,client/systems/security/legion_geas_protocol.ts,369,2.5,922.5,211720,56.394
231,client/systems/security/lockweaver/eternal_flux_field.ts,369,2.5,922.5,212089,56.49
232,client/systems/assimilation/memory_evolution_primitive.ts,461,2,922,212550,56.61
233,client/systems/actuation/sub_executor_synthesis.ts,485,1.9,921.5,213035,56.737
234,client/systems/security/repository_access_auditor.ts,368,2.5,920,213403,56.833
235,client/systems/tools/proactive_assimilation.ts,511,1.8,919.8,213914,56.966
236,client/systems/sensory/multi_hop_objective_chain_mapper.ts,459,2,918,214373,57.086
237,client/systems/security/directive_intake.ts,365,2.5,912.5,214738,57.181
238,client/systems/security/operator_terms_ack.ts,365,2.5,912.5,215103,57.276
239,client/systems/actuation/actuation_executor.ts,480,1.9,912,215583,57.401
240,client/systems/weaver/arbitration_engine.ts,433,2.1,909.3,216016,57.514
241,client/systems/memory/dream_model_failover.ts,395,2.3,908.5,216411,57.617
242,client/systems/assimilation/world_model_freshness.ts,453,2,906,216864,57.735
243,client/systems/budget/system_budget.ts,904,1,904,217768,57.971
244,client/systems/ops/first_run_onboarding_wizard.ts,375,2.4,900,218143,58.069
245,client/systems/autonomy/strategy_execute_guard.ts,300,3,900,218443,58.147
246,client/systems/primitives/effect_type_system.ts,562,1.6,899.2,219005,58.294
247,client/systems/primitives/emergent_primitive_synthesis.ts,561,1.6,897.6,219566,58.44
248,client/systems/ops/public_docs_developer_experience_overhaul.ts,374,2.4,897.6,219940,58.538
249,client/systems/autonomy/non_yield_enqueue.ts,299,3,897,220239,58.616
250,client/systems/workflow/client_relationship_manager.ts,407,2.2,895.4,220646,58.722
251,client/systems/ops/error_budget_release_gate.ts,373,2.4,895.2,221019,58.819
252,client/systems/security/governance_hardening_lane.ts,357,2.5,892.5,221376,58.912
253,client/systems/ops/reproducible_distribution_artifact_pack.ts,370,2.4,888,221746,59.009
254,client/systems/security/skill_install_path_enforcer.ts,355,2.5,887.5,222101,59.102
255,client/systems/fractal/engine.ts,519,1.7,882.3,222620,59.237
256,client/systems/autonomy/escalation_resolver.ts,293,3,879,222913,59.313
257,client/systems/ops/binary_runtime_hardening.ts,365,2.4,876,223278,59.409
258,client/systems/security/schema_contract_check.ts,349,2.5,872.5,223627,59.5
259,client/systems/adaptive/strategy/strategy_store.ts,872,1,872,224499,59.727
260,client/systems/sensory/eyes_intake.ts,436,2,872,224935,59.841
261,client/systems/redteam/adaptive_defense_expansion.ts,870,1,870,225805,60.068
262,client/systems/autonomy/objective_optimization_floor.ts,290,3,870,226095,60.143
263,client/systems/ops/enterprise_scm_cd_mirror_plane.ts,360,2.4,864,226455,60.237
264,client/systems/ops/org_code_format_guard.ts,360,2.4,864,226815,60.331
265,client/systems/ops/state_kernel_cutover.ts,360,2.4,864,227175,60.425
266,client/systems/ops/public_benchmark_pack.ts,359,2.4,861.6,227534,60.519
267,client/systems/ops/execution_doctor_ga.ts,391,2.2,860.2,227925,60.621
268,client/lib/directive_resolver.ts,716,1.2,859.2,228641,60.808
269,client/systems/primitives/long_horizon_planning_primitive.ts,537,1.6,859.2,229178,60.948
270,client/systems/ops/protheus_debug_diagnostics.ts,357,2.4,856.8,229535,61.041
271,client/systems/ops/backlog_lane_batch_delivery.ts,356,2.4,854.4,229891,61.134
272,client/systems/redteam/ant_colony_controller.ts,656,1.3,852.8,230547,61.305
273,client/systems/ops/rm_progress_dashboard.ts,354,2.4,849.6,230901,61.397
274,client/systems/ops/mobile_wrapper_distribution_pack.ts,353,2.4,847.2,231254,61.489
275,client/systems/ops/post_launch_migration_readiness.ts,352,2.4,844.8,231606,61.581
276,client/systems/ops/signal_slo_deadlock_breaker.ts,352,2.4,844.8,231958,61.673
277,client/systems/redteam/self_improving_redteam_trainer.ts,844,1,844,232802,61.893
278,client/systems/ops/platform_adaptation_channel_runtime.ts,351,2.4,842.4,233153,61.985
279,client/systems/ops/handoff_pack.ts,348,2.4,835.2,233501,62.075
280,client/systems/security/skill_quarantine.ts,333,2.5,832.5,233834,62.162
281,client/systems/ops/chromeos_fuchsia_distribution_ota_adapter.ts,345,2.4,828,234179,62.252
282,client/systems/primitives/runtime_scheduler.ts,516,1.6,825.6,234695,62.387
283,client/systems/blockchain/sovereign_blockchain_bridge.ts,824,1,824,235519,62.602
284,client/systems/security/startup_attestation.ts,356,2.3,818.8,235875,62.695
285,client/systems/assimilation/collective_reasoning_primitive.ts,409,2,818,236284,62.801
286,client/systems/ops/rust50_conf001_execution_cutover.ts,339,2.4,813.6,236623,62.89
287,client/systems/security/crimson_wraith_protocol.ts,325,2.5,812.5,236948,62.975
288,client/systems/assimilation/context_navigation_primitive.ts,406,2,812,237354,63.081
289,client/systems/ops/stale_state_cleanup.ts,338,2.4,811.2,237692,63.169
290,client/systems/ops/phone_seed_profile.ts,337,2.4,808.8,238029,63.257
291,client/systems/ops/rust_authoritative_microkernel_acceleration.ts,337,2.4,808.8,238366,63.345
292,client/systems/ops/composite_disaster_gameday.ts,336,2.4,806.4,238702,63.432
293,client/systems/ops/state_cleanup.ts,335,2.4,804,239037,63.52
294,client/systems/routing/model_variant_profile.ts,309,2.6,803.4,239346,63.6
295,client/systems/ops/autotest_recipe_verifier.ts,365,2.2,803,239711,63.695
296,client/systems/assimilation/environment_evolution_layer.ts,401,2,802,240112,63.8
297,client/lib/success_criteria_verifier.ts,668,1.2,801.6,240780,63.974
298,client/systems/ops/scale_benchmark.ts,334,2.4,801.6,241114,64.061
299,client/systems/ops/ci_baseline_guard.ts,333,2.4,799.2,241447,64.148
300,client/systems/security/autonomous_skill_necessity_audit.ts,319,2.5,797.5,241766,64.231
301,client/systems/ops/federated_sovereign_mesh_runtime.ts,331,2.4,794.4,242097,64.318
302,client/systems/ops/platform_path_contract_pack.ts,331,2.4,794.4,242428,64.404
303,client/systems/ops/rust50_sprint1_batch.ts,331,2.4,794.4,242759,64.491
304,client/systems/assimilation/generative_meta_model_primitive.ts,396,2,792,243155,64.594
305,client/systems/ops/deny_telemetry_normalizer.ts,328,2.4,787.2,243483,64.679
306,client/systems/security/formal_invariant_engine.ts,281,2.8,786.8,243764,64.753
307,client/systems/ops/state_backup_integrity.ts,327,2.4,784.8,244091,64.838
308,client/lib/symbiosis_coherence_signal.ts,653,1.2,783.6,244744,65.008
309,client/systems/ops/backlog_intake_quality_gate.ts,325,2.4,780,245069,65.093
310,client/systems/autonomy/two_phase_change_execution.ts,260,3,780,245329,65.161
311,client/systems/ops/critical_path_policy_coverage.ts,353,2.2,776.6,245682,65.253
312,client/systems/ops/dr_gameday.ts,323,2.4,775.2,246005,65.337
313,client/systems/actuation/bridge_from_proposals.ts,407,1.9,773.3,246412,65.443
314,client/systems/sensory/dynamic_source_reliability_graph.ts,385,2,770,246797,65.544
315,client/systems/workflow/orchestron/contracts.ts,350,2.2,770,247147,65.635
316,client/systems/migration/core_migration_bridge.ts,769,1,769,247916,65.836
317,client/systems/ops/ngc_nvidia_enterprise_distribution_adapter.ts,320,2.4,768,248236,65.919
318,client/systems/security/repo_hygiene_guard.ts,306,2.5,765,248542,65.999
319,client/systems/sensory/collector_driver.ts,382,2,764,248924,66.099
320,client/systems/actuation/multi_channel_adapter.ts,402,1.9,763.8,249326,66.204
321,client/systems/ops/autotest_doctor_watchdog.ts,347,2.2,763.4,249673,66.294
322,client/systems/security/capability_envelope_guard.ts,305,2.5,762.5,249978,66.374
323,client/systems/assimilation/generative_simulation_mode.ts,381,2,762,250359,66.473
324,client/systems/routing/hardware_model_planner.ts,293,2.6,761.8,250652,66.55
325,client/systems/assimilation/test_time_memory_evolution_primitive.ts,422,1.8,759.6,251074,66.66
326,client/systems/ops/broken_piece_lab.ts,315,2.4,756,251389,66.742
327,client/systems/security/ip_posture_review.ts,301,2.5,752.5,251690,66.82
328,client/systems/autonomy/alignment_oracle.ts,250,3,750,251940,66.886
329,client/systems/ops/aws_reproducible_artifact_profile.ts,312,2.4,748.8,252252,66.967
330,client/systems/observability/metrics_exporter.ts,748,1,748,253000,67.162
331,client/systems/autonomy/proposal_admission_hygiene.ts,249,3,747,253249,67.227
332,client/systems/autonomy/proposal_type_outcome_calibrator.ts,249,3,747,253498,67.292
333,client/systems/ops/autonomy_health_visibility_dashboard.ts,311,2.4,746.4,253809,67.373
334,client/systems/security/habit_hygiene_guard.ts,298,2.5,745,254107,67.451
335,client/systems/ops/guided_recovery_error_ux.ts,310,2.4,744,254417,67.532
336,client/systems/ops/script_surface_reduction_wave2.ts,310,2.4,744,254727,67.613
337,client/systems/security/enterprise_access_gate.ts,296,2.5,740,255023,67.69
338,client/systems/ops/rust_hotpath_inventory.ts,308,2.4,739.2,255331,67.77
339,client/systems/autonomy/swarm_verification_mode.ts,245,3,735,255576,67.834
340,client/systems/ops/protheus_completion.ts,306,2.4,734.4,255882,67.914
341,client/systems/ops/repo_hygiene_generated_guard.ts,305,2.4,732,256187,67.993
342,client/systems/ops/polish_perception_program.ts,304,2.4,729.6,256491,68.073
343,client/systems/execution/index.ts,269,2.7,726.3,256760,68.143
344,client/systems/assimilation/adaptive_ensemble_routing_primitive.ts,363,2,726,257123,68.238
345,client/systems/autonomy/execution_worthiness_gate.ts,242,3,726,257365,68.301
346,client/systems/ops/dependency_boundary_guard.ts,301,2.4,722.4,257666,68.379
347,client/systems/memory/memory_index_freshness_gate.ts,314,2.3,722.2,257980,68.461
348,client/systems/assimilation/self_teacher_distillation_primitive.ts,361,2,722,258341,68.555
349,client/systems/habits/habit_cell_pool_executor.ts,480,1.5,720,258821,68.681
