rank,path,loc,weight,impact_score,cumulative_migrated_ts_lines,projected_rust_percent_after_lane
974,systems/ops/scale_readiness_program.ts,40,2.4,96,369528,97.56
975,systems/helix/sentinel_network.ts,95,1,95,369623,97.585
976,systems/security/mcp_skill_verifier.ts,38,2.5,95,369661,97.595
977,systems/ops/observability_slo_runbook_closure_pass.ts,39,2.4,93.6,369700,97.605
978,systems/ops/typecheck_systems.ts,39,2.4,93.6,369739,97.615
979,systems/economy/training_contributor_incentive_engine.ts,55,1.7,93.5,369794,97.63
980,systems/ops/release_gate_canary_rollback_enforcer.ts,37,2.4,88.8,369831,97.639
981,systems/distributed/partition_quorum_simulator.ts,55,1.6,88,369886,97.654
982,systems/symbiosis/soul_vector_substrate.ts,87,1,87,369973,97.676
983,systems/compat/legacy_alias_adapter.ts,85,1,85,370058,97.698
984,systems/ops/backlog_runtime_anchors/v3_race_031_anchor.ts,34,2.4,81.6,370092,97.707
985,systems/ops/backlog_runtime_anchors/v3_race_038a_anchor.ts,34,2.4,81.6,370126,97.716
986,systems/ops/backlog_runtime_anchors/v3_race_040_anchor.ts,34,2.4,81.6,370160,97.725
987,systems/ops/backlog_runtime_anchors/v3_race_041_anchor.ts,34,2.4,81.6,370194,97.734
988,systems/ops/backlog_runtime_anchors/v3_race_053_anchor.ts,34,2.4,81.6,370228,97.743
989,systems/ops/backlog_runtime_anchors/v3_race_055_anchor.ts,34,2.4,81.6,370262,97.752
990,systems/ops/backlog_runtime_anchors/v3_race_057_anchor.ts,34,2.4,81.6,370296,97.76
991,systems/ops/backlog_runtime_anchors/v3_race_058_anchor.ts,34,2.4,81.6,370330,97.769
992,systems/ops/backlog_runtime_anchors/v3_race_059_anchor.ts,34,2.4,81.6,370364,97.778
993,systems/ops/backlog_runtime_anchors/v3_race_064_anchor.ts,34,2.4,81.6,370398,97.787
994,systems/ops/backlog_runtime_anchors/v3_race_103_anchor.ts,34,2.4,81.6,370432,97.796
995,systems/ops/backlog_runtime_anchors/v3_race_130_anchor.ts,34,2.4,81.6,370466,97.805
996,systems/ops/backlog_runtime_anchors/v3_race_131_anchor.ts,34,2.4,81.6,370500,97.814
997,systems/ops/backlog_runtime_anchors/v3_race_132_anchor.ts,34,2.4,81.6,370534,97.823
998,systems/ops/backlog_runtime_anchors/v3_race_133_anchor.ts,34,2.4,81.6,370568,97.831
999,systems/ops/backlog_runtime_anchors/v3_race_136_anchor.ts,34,2.4,81.6,370602,97.84
1000,systems/ops/backlog_runtime_anchors/v3_race_137_anchor.ts,34,2.4,81.6,370636,97.849
1001,systems/ops/backlog_runtime_anchors/v3_race_138_anchor.ts,34,2.4,81.6,370670,97.858
1002,systems/ops/backlog_runtime_anchors/v3_race_139_anchor.ts,34,2.4,81.6,370704,97.867
1003,systems/ops/backlog_runtime_anchors/v3_race_140_anchor.ts,34,2.4,81.6,370738,97.876
1004,systems/ops/backlog_runtime_anchors/v3_race_142_anchor.ts,34,2.4,81.6,370772,97.885
1005,systems/ops/backlog_runtime_anchors/v3_race_143_anchor.ts,34,2.4,81.6,370806,97.894
1006,systems/ops/backlog_runtime_anchors/v3_race_144_anchor.ts,34,2.4,81.6,370840,97.902
1007,systems/ops/backlog_runtime_anchors/v3_race_145_anchor.ts,34,2.4,81.6,370874,97.911
1008,systems/ops/backlog_runtime_anchors/v3_race_146_anchor.ts,34,2.4,81.6,370908,97.92
1009,systems/ops/backlog_runtime_anchors/v3_race_147_anchor.ts,34,2.4,81.6,370942,97.929
1010,systems/ops/backlog_runtime_anchors/v3_race_148_anchor.ts,34,2.4,81.6,370976,97.938
1011,systems/ops/backlog_runtime_anchors/v3_race_149_anchor.ts,34,2.4,81.6,371010,97.947
1012,systems/ops/backlog_runtime_anchors/v3_race_150_anchor.ts,34,2.4,81.6,371044,97.956
1013,systems/ops/backlog_runtime_anchors/v3_race_151_anchor.ts,34,2.4,81.6,371078,97.964
1014,systems/ops/backlog_runtime_anchors/v3_race_152_anchor.ts,34,2.4,81.6,371112,97.973
1015,systems/ops/backlog_runtime_anchors/v3_race_153_anchor.ts,34,2.4,81.6,371146,97.982
1016,systems/ops/backlog_runtime_anchors/v3_race_154_anchor.ts,34,2.4,81.6,371180,97.991
1017,systems/ops/backlog_runtime_anchors/v3_race_155_anchor.ts,34,2.4,81.6,371214,98
1018,systems/ops/backlog_runtime_anchors/v3_race_156_anchor.ts,34,2.4,81.6,371248,98.009
1019,systems/ops/backlog_runtime_anchors/v3_race_157_anchor.ts,34,2.4,81.6,371282,98.018
1020,systems/ops/backlog_runtime_anchors/v3_race_158_anchor.ts,34,2.4,81.6,371316,98.027
1021,systems/ops/backlog_runtime_anchors/v3_race_159_anchor.ts,34,2.4,81.6,371350,98.035
1022,systems/ops/backlog_runtime_anchors/v3_race_160_anchor.ts,34,2.4,81.6,371384,98.044
1023,systems/ops/backlog_runtime_anchors/v3_race_161_anchor.ts,34,2.4,81.6,371418,98.053
1024,systems/ops/backlog_runtime_anchors/v3_race_162_anchor.ts,34,2.4,81.6,371452,98.062
1025,systems/ops/backlog_runtime_anchors/v3_race_164_anchor.ts,34,2.4,81.6,371486,98.071
1026,systems/ops/backlog_runtime_anchors/v3_race_165_anchor.ts,34,2.4,81.6,371520,98.08
1027,systems/ops/backlog_runtime_anchors/v3_race_166_anchor.ts,34,2.4,81.6,371554,98.089
1028,systems/ops/backlog_runtime_anchors/v3_race_167_anchor.ts,34,2.4,81.6,371588,98.098
1029,systems/ops/backlog_runtime_anchors/v3_race_168_anchor.ts,34,2.4,81.6,371622,98.106
1030,systems/ops/backlog_runtime_anchors/v3_race_171_anchor.ts,34,2.4,81.6,371656,98.115
1031,systems/ops/backlog_runtime_anchors/v3_race_172_anchor.ts,34,2.4,81.6,371690,98.124
1032,systems/ops/backlog_runtime_anchors/v3_race_173_anchor.ts,34,2.4,81.6,371724,98.133
1033,systems/ops/backlog_runtime_anchors/v3_race_176_anchor.ts,34,2.4,81.6,371758,98.142
1034,systems/ops/backlog_runtime_anchors/v3_race_177_anchor.ts,34,2.4,81.6,371792,98.151
1035,systems/ops/backlog_runtime_anchors/v3_race_178_anchor.ts,34,2.4,81.6,371826,98.16
1036,systems/ops/backlog_runtime_anchors/v3_race_179_anchor.ts,34,2.4,81.6,371860,98.168
1037,systems/ops/backlog_runtime_anchors/v3_race_181_anchor.ts,34,2.4,81.6,371894,98.177
1038,systems/ops/backlog_runtime_anchors/v3_race_192_anchor.ts,34,2.4,81.6,371928,98.186
1039,systems/ops/backlog_runtime_anchors/v3_race_200_anchor.ts,34,2.4,81.6,371962,98.195
1040,systems/ops/backlog_runtime_anchors/v3_race_201_anchor.ts,34,2.4,81.6,371996,98.204
1041,systems/ops/backlog_runtime_anchors/v3_race_203_anchor.ts,34,2.4,81.6,372030,98.213
1042,systems/ops/backlog_runtime_anchors/v3_race_207_anchor.ts,34,2.4,81.6,372064,98.222
1043,systems/ops/backlog_runtime_anchors/v3_race_212_anchor.ts,34,2.4,81.6,372098,98.231
1044,systems/ops/backlog_runtime_anchors/v3_race_222_anchor.ts,34,2.4,81.6,372132,98.239
1045,systems/ops/backlog_runtime_anchors/v3_race_223_anchor.ts,34,2.4,81.6,372166,98.248
1046,systems/ops/backlog_runtime_anchors/v3_race_224_anchor.ts,34,2.4,81.6,372200,98.257
1047,systems/ops/backlog_runtime_anchors/v3_race_225_anchor.ts,34,2.4,81.6,372234,98.266
1048,systems/ops/backlog_runtime_anchors/v3_race_226_anchor.ts,34,2.4,81.6,372268,98.275
1049,systems/ops/backlog_runtime_anchors/v3_race_229_anchor.ts,34,2.4,81.6,372302,98.284
1050,systems/ops/backlog_runtime_anchors/v3_race_233_anchor.ts,34,2.4,81.6,372336,98.293
1051,systems/ops/backlog_runtime_anchors/v3_race_236_anchor.ts,34,2.4,81.6,372370,98.302
1052,systems/ops/backlog_runtime_anchors/v3_race_237_anchor.ts,34,2.4,81.6,372404,98.31
1053,systems/ops/backlog_runtime_anchors/v3_race_238_anchor.ts,34,2.4,81.6,372438,98.319
1054,systems/ops/backlog_runtime_anchors/v3_race_239_anchor.ts,34,2.4,81.6,372472,98.328
1055,systems/ops/backlog_runtime_anchors/v3_race_240_anchor.ts,34,2.4,81.6,372506,98.337
1056,systems/ops/backlog_runtime_anchors/v3_race_241_anchor.ts,34,2.4,81.6,372540,98.346
1057,systems/ops/backlog_runtime_anchors/v3_race_242_anchor.ts,34,2.4,81.6,372574,98.355
1058,systems/ops/backlog_runtime_anchors/v3_race_243_anchor.ts,34,2.4,81.6,372608,98.364
1059,systems/ops/backlog_runtime_anchors/v3_race_245_anchor.ts,34,2.4,81.6,372642,98.372
1060,systems/ops/backlog_runtime_anchors/v3_race_246_anchor.ts,34,2.4,81.6,372676,98.381
1061,systems/ops/backlog_runtime_anchors/v3_race_247_anchor.ts,34,2.4,81.6,372710,98.39
1062,systems/ops/backlog_runtime_anchors/v3_race_248_anchor.ts,34,2.4,81.6,372744,98.399
1063,systems/ops/backlog_runtime_anchors/v3_race_249_anchor.ts,34,2.4,81.6,372778,98.408
1064,systems/ops/backlog_runtime_anchors/v3_race_250_anchor.ts,34,2.4,81.6,372812,98.417
1065,systems/ops/backlog_runtime_anchors/v3_race_251_anchor.ts,34,2.4,81.6,372846,98.426
1066,systems/ops/backlog_runtime_anchors/v3_race_252_anchor.ts,34,2.4,81.6,372880,98.435
1067,systems/ops/backlog_runtime_anchors/v3_race_253_anchor.ts,34,2.4,81.6,372914,98.443
1068,systems/ops/backlog_runtime_anchors/v3_race_254_anchor.ts,34,2.4,81.6,372948,98.452
1069,systems/ops/backlog_runtime_anchors/v3_race_255_anchor.ts,34,2.4,81.6,372982,98.461
1070,systems/ops/backlog_runtime_anchors/v3_race_256_anchor.ts,34,2.4,81.6,373016,98.47
1071,systems/ops/backlog_runtime_anchors/v3_race_257_anchor.ts,34,2.4,81.6,373050,98.479
1072,systems/ops/backlog_runtime_anchors/v3_race_258_anchor.ts,34,2.4,81.6,373084,98.488
1073,systems/ops/backlog_runtime_anchors/v3_race_259_anchor.ts,34,2.4,81.6,373118,98.497
1074,systems/ops/backlog_runtime_anchors/v3_race_261_anchor.ts,34,2.4,81.6,373152,98.506
1075,systems/ops/backlog_runtime_anchors/v3_race_263_anchor.ts,34,2.4,81.6,373186,98.514
1076,systems/ops/backlog_runtime_anchors/v3_race_264_anchor.ts,34,2.4,81.6,373220,98.523
1077,systems/ops/backlog_runtime_anchors/v3_race_266_anchor.ts,34,2.4,81.6,373254,98.532
1078,systems/ops/backlog_runtime_anchors/v3_race_267_anchor.ts,34,2.4,81.6,373288,98.541
1079,systems/ops/backlog_runtime_anchors/v3_race_268_anchor.ts,34,2.4,81.6,373322,98.55
1080,systems/ops/backlog_runtime_anchors/v3_race_269_anchor.ts,34,2.4,81.6,373356,98.559
1081,systems/ops/backlog_runtime_anchors/v3_race_270_anchor.ts,34,2.4,81.6,373390,98.568
1082,systems/ops/backlog_runtime_anchors/v3_race_271_anchor.ts,34,2.4,81.6,373424,98.576
1083,systems/ops/backlog_runtime_anchors/v3_race_272_anchor.ts,34,2.4,81.6,373458,98.585
1084,systems/ops/backlog_runtime_anchors/v3_race_274_anchor.ts,34,2.4,81.6,373492,98.594
1085,systems/ops/backlog_runtime_anchors/v3_race_275_anchor.ts,34,2.4,81.6,373526,98.603
1086,systems/ops/backlog_runtime_anchors/v3_race_276_anchor.ts,34,2.4,81.6,373560,98.612
1087,systems/ops/backlog_runtime_anchors/v3_race_277_anchor.ts,34,2.4,81.6,373594,98.621
1088,systems/ops/backlog_runtime_anchors/v3_race_279_anchor.ts,34,2.4,81.6,373628,98.63
1089,systems/ops/backlog_runtime_anchors/v3_race_280_anchor.ts,34,2.4,81.6,373662,98.639
1090,systems/ops/backlog_runtime_anchors/v3_race_281_anchor.ts,34,2.4,81.6,373696,98.647
1091,systems/ops/backlog_runtime_anchors/v3_race_282_anchor.ts,34,2.4,81.6,373730,98.656
1092,systems/ops/backlog_runtime_anchors/v3_race_283_anchor.ts,34,2.4,81.6,373764,98.665
1093,systems/ops/backlog_runtime_anchors/v3_race_284_anchor.ts,34,2.4,81.6,373798,98.674
1094,systems/ops/backlog_runtime_anchors/v3_race_285_anchor.ts,34,2.4,81.6,373832,98.683
1095,systems/ops/backlog_runtime_anchors/v3_race_286_anchor.ts,34,2.4,81.6,373866,98.692
1096,systems/ops/backlog_runtime_anchors/v3_race_287_anchor.ts,34,2.4,81.6,373900,98.701
1097,systems/ops/backlog_runtime_anchors/v3_race_288_anchor.ts,34,2.4,81.6,373934,98.71
1098,systems/ops/backlog_runtime_anchors/v3_race_289_anchor.ts,34,2.4,81.6,373968,98.718
1099,systems/ops/backlog_runtime_anchors/v3_race_290_anchor.ts,34,2.4,81.6,374002,98.727
1100,systems/ops/backlog_runtime_anchors/v3_race_291_anchor.ts,34,2.4,81.6,374036,98.736
1101,systems/ops/backlog_runtime_anchors/v3_race_292_anchor.ts,34,2.4,81.6,374070,98.745
1102,systems/ops/backlog_runtime_anchors/v3_race_293_anchor.ts,34,2.4,81.6,374104,98.754
1103,systems/ops/backlog_runtime_anchors/v3_race_294_anchor.ts,34,2.4,81.6,374138,98.763
1104,systems/ops/backlog_runtime_anchors/v3_race_296_anchor.ts,34,2.4,81.6,374172,98.772
1105,systems/ops/backlog_runtime_anchors/v3_race_297_anchor.ts,34,2.4,81.6,374206,98.78
1106,systems/ops/backlog_runtime_anchors/v3_race_298_anchor.ts,34,2.4,81.6,374240,98.789
1107,systems/ops/backlog_runtime_anchors/v3_race_299_anchor.ts,34,2.4,81.6,374274,98.798
1108,systems/ops/backlog_runtime_anchors/v3_race_300_anchor.ts,34,2.4,81.6,374308,98.807
1109,systems/ops/backlog_runtime_anchors/v3_race_301_anchor.ts,34,2.4,81.6,374342,98.816
1110,systems/ops/backlog_runtime_anchors/v3_race_302_anchor.ts,34,2.4,81.6,374376,98.825
1111,systems/ops/backlog_runtime_anchors/v3_race_303_anchor.ts,34,2.4,81.6,374410,98.834
1112,systems/ops/backlog_runtime_anchors/v3_race_304_anchor.ts,34,2.4,81.6,374444,98.843
1113,systems/ops/backlog_runtime_anchors/v3_race_305_anchor.ts,34,2.4,81.6,374478,98.851
1114,systems/ops/backlog_runtime_anchors/v3_race_306_anchor.ts,34,2.4,81.6,374512,98.86
1115,systems/ops/backlog_runtime_anchors/v3_race_308_anchor.ts,34,2.4,81.6,374546,98.869
1116,systems/ops/backlog_runtime_anchors/v3_race_309_anchor.ts,34,2.4,81.6,374580,98.878
1117,systems/ops/backlog_runtime_anchors/v3_race_310_anchor.ts,34,2.4,81.6,374614,98.887
1118,systems/ops/backlog_runtime_anchors/v3_race_311_anchor.ts,34,2.4,81.6,374648,98.896
1119,systems/ops/backlog_runtime_anchors/v3_race_312_anchor.ts,34,2.4,81.6,374682,98.905
1120,systems/ops/backlog_runtime_anchors/v3_race_313_anchor.ts,34,2.4,81.6,374716,98.913
1121,systems/ops/backlog_runtime_anchors/v3_race_314_anchor.ts,34,2.4,81.6,374750,98.922
1122,systems/ops/backlog_runtime_anchors/v3_race_315_anchor.ts,34,2.4,81.6,374784,98.931
1123,systems/ops/backlog_runtime_anchors/v3_race_316_anchor.ts,34,2.4,81.6,374818,98.94
1124,systems/ops/backlog_runtime_anchors/v3_race_317_anchor.ts,34,2.4,81.6,374852,98.949
1125,systems/ops/backlog_runtime_anchors/v3_race_318_anchor.ts,34,2.4,81.6,374886,98.958
1126,systems/ops/backlog_runtime_anchors/v3_race_319_anchor.ts,34,2.4,81.6,374920,98.967
1127,systems/ops/backlog_runtime_anchors/v3_race_320_anchor.ts,34,2.4,81.6,374954,98.976
1128,systems/ops/backlog_runtime_anchors/v3_race_321_anchor.ts,34,2.4,81.6,374988,98.984
1129,systems/ops/backlog_runtime_anchors/v3_race_322_anchor.ts,34,2.4,81.6,375022,98.993
1130,systems/ops/backlog_runtime_anchors/v3_race_323_anchor.ts,34,2.4,81.6,375056,99.002
1131,systems/ops/backlog_runtime_anchors/v3_race_324_anchor.ts,34,2.4,81.6,375090,99.011
1132,systems/ops/backlog_runtime_anchors/v3_race_325_anchor.ts,34,2.4,81.6,375124,99.02
1133,systems/ops/backlog_runtime_anchors/v3_race_326_anchor.ts,34,2.4,81.6,375158,99.029
1134,systems/ops/backlog_runtime_anchors/v3_race_327_anchor.ts,34,2.4,81.6,375192,99.038
1135,systems/ops/backlog_runtime_anchors/v3_race_328_anchor.ts,34,2.4,81.6,375226,99.047
1136,systems/ops/backlog_runtime_anchors/v3_race_329_anchor.ts,34,2.4,81.6,375260,99.055
1137,systems/ops/backlog_runtime_anchors/v3_race_330_anchor.ts,34,2.4,81.6,375294,99.064
1138,systems/ops/backlog_runtime_anchors/v3_race_331_anchor.ts,34,2.4,81.6,375328,99.073
1139,systems/ops/backlog_runtime_anchors/v3_race_333_anchor.ts,34,2.4,81.6,375362,99.082
1140,systems/ops/backlog_runtime_anchors/v3_race_335_anchor.ts,34,2.4,81.6,375396,99.091
1141,systems/ops/backlog_runtime_anchors/v3_race_336_anchor.ts,34,2.4,81.6,375430,99.1
1142,systems/ops/backlog_runtime_anchors/v3_race_337_anchor.ts,34,2.4,81.6,375464,99.109
1143,systems/ops/backlog_runtime_anchors/v3_race_338_anchor.ts,34,2.4,81.6,375498,99.117
1144,systems/ops/backlog_runtime_anchors/v3_race_339_anchor.ts,34,2.4,81.6,375532,99.126
1145,systems/ops/backlog_runtime_anchors/v3_race_340_anchor.ts,34,2.4,81.6,375566,99.135
1146,systems/ops/backlog_runtime_anchors/v3_race_341_anchor.ts,34,2.4,81.6,375600,99.144
1147,systems/ops/backlog_runtime_anchors/v3_race_343_anchor.ts,34,2.4,81.6,375634,99.153
1148,systems/ops/backlog_runtime_anchors/v3_race_344_anchor.ts,34,2.4,81.6,375668,99.162
1149,systems/ops/backlog_runtime_anchors/v3_race_345_anchor.ts,34,2.4,81.6,375702,99.171
1150,systems/ops/backlog_runtime_anchors/v3_race_346_anchor.ts,34,2.4,81.6,375736,99.18
1151,systems/ops/backlog_runtime_anchors/v3_race_347_anchor.ts,34,2.4,81.6,375770,99.188
1152,systems/ops/backlog_runtime_anchors/v3_race_348_anchor.ts,34,2.4,81.6,375804,99.197
1153,systems/ops/backlog_runtime_anchors/v3_race_349_anchor.ts,34,2.4,81.6,375838,99.206
1154,systems/ops/backlog_runtime_anchors/v3_race_350_anchor.ts,34,2.4,81.6,375872,99.215
1155,systems/ops/backlog_runtime_anchors/v3_race_351_anchor.ts,34,2.4,81.6,375906,99.224
1156,systems/ops/backlog_runtime_anchors/v3_race_352_anchor.ts,34,2.4,81.6,375940,99.233
1157,systems/ops/backlog_runtime_anchors/v3_race_353_anchor.ts,34,2.4,81.6,375974,99.242
1158,systems/ops/backlog_runtime_anchors/v3_race_354_anchor.ts,34,2.4,81.6,376008,99.251
1159,systems/ops/backlog_runtime_anchors/v3_race_355_anchor.ts,34,2.4,81.6,376042,99.259
1160,systems/ops/backlog_runtime_anchors/v3_race_356_anchor.ts,34,2.4,81.6,376076,99.268
1161,systems/ops/backlog_runtime_anchors/v3_race_357_anchor.ts,34,2.4,81.6,376110,99.277
1162,systems/ops/backlog_runtime_anchors/v3_race_358_anchor.ts,34,2.4,81.6,376144,99.286
1163,systems/ops/backlog_runtime_anchors/v3_race_360_anchor.ts,34,2.4,81.6,376178,99.295
1164,systems/ops/backlog_runtime_anchors/v3_race_def_027_anchor.ts,34,2.4,81.6,376212,99.304
1165,systems/ops/backlog_runtime_anchors/v3_race_def_031b_anchor.ts,34,2.4,81.6,376246,99.313
1166,systems/redteam/morph_manager.ts,79,1,79,376325,99.333
1167,systems/crypto/zk_compliance_proofs.ts,77,1,77,376402,99.353
1168,systems/economy/model_access_tier_governance.ts,55,1.4,77,376457,99.368
1169,systems/spawn/role_based_crew_orchestrator.ts,55,1.4,77,376512,99.382
1170,systems/archival/content_addressed_archive.ts,73,1,73,376585,99.401
1171,systems/collaboration/realtime_presence_engine.ts,55,1.3,71.5,376640,99.415
1172,systems/strategy/cyclic_strategy_graph_runner.ts,55,1.3,71.5,376695,99.43
1173,systems/helix/quarantine_manager.ts,71,1,71,376766,99.448
1174,systems/crypto/fhe_encrypted_compute_pilot.ts,70,1,70,376836,99.467
1175,systems/intent/intent_translation_plane.ts,70,1,70,376906,99.485
1176,systems/memory/abstraction/contracts.ts,30,2.3,69,376936,99.493
1177,systems/sensory/eyes_collectors/bird_x.ts,33,2,66,376969,99.501
1178,systems/ops/system_visualizer_server.ts,27,2.4,64.8,376996,99.508
1179,systems/identity/did_vc_binding.ts,61,1,61,377057,99.524
1180,systems/wasm/component_runtime.ts,60,1,60,377117,99.54
1181,systems/honor/legion_honor_codex.ts,57,1,57,377174,99.555
1182,systems/helix/hunter_strand.ts,56,1,56,377230,99.569
1183,systems/soul/liveness_engine.ts,43,1.3,55.9,377273,99.581
1184,lib/uid.ts,46,1.2,55.2,377319,99.593
1185,systems/a2a/a2a_delegation_plane.ts,55,1,55,377374,99.607
1186,systems/client/webgpu_rust_compute_plane.ts,55,1,55,377429,99.621
1187,systems/continuity/human_machine_merge_interface_security_substrate.ts,55,1,55,377484,99.636
1188,systems/continuity/inter_protheus_federation_trust_web.ts,55,1,55,377539,99.65
1189,systems/continuity/sovereign_decommission_succession_protocol.ts,55,1,55,377594,99.664
1190,systems/data/ai_multimodel_data_plane.ts,55,1,55,377649,99.679
1191,systems/echo/value_anchor_renewal_loop.ts,55,1,55,377704,99.693
1192,systems/federation/activitypub_matrix_gateway.ts,55,1,55,377759,99.707
1193,systems/federation/solid_pod_bridge.ts,55,1,55,377814,99.722
1194,systems/hardware/edge_fog_offload_orchestrator.ts,55,1,55,377869,99.736
1195,systems/observability/enterprise_slo_observability_dashboard.ts,55,1,55,377924,99.75
1196,systems/research/world_model_freshness_loop.ts,55,1,55,377979,99.765
1197,systems/runtime/actor_runtime_substrate.ts,55,1,55,378034,99.779
1198,systems/spatial/spatial_abstraction_layer.ts,55,1,55,378089,99.793
1199,systems/training/collective_training_orchestrator.ts,55,1,55,378144,99.808
1200,systems/training/fractal_training_oversight.ts,55,1,55,378199,99.822
1201,systems/training/model_artifact_archive.ts,55,1,55,378254,99.836
1202,systems/training/sovereign_model_rollout_ladder.ts,55,1,55,378309,99.851
1203,systems/training/training_contribution_contracts.ts,55,1,55,378364,99.865
1204,systems/pinnacle/crdt_state_plane.ts,54,1,54,378418,99.879
1205,lib/agent_passport_link.ts,45,1.2,54,378463,99.891
1206,lib/tool_compactor_integration.ts,45,1.2,54,378508,99.903
1207,systems/contracts/adaptive_contract_version_governance_closure.ts,40,1.3,52,378548,99.913
1208,systems/economy/discount_policy.ts,43,1.2,51.6,378591,99.924
1209,lib/eyes_catalog.ts,42,1.2,50.4,378633,99.935
1210,systems/rust/control_plane_component_shim.ts,42,1.2,50.4,378675,99.946
1211,systems/economy/contribution_oracle.ts,30,1.4,42,378705,99.954
1212,systems/economy/smart_contract_bridge.ts,30,1.4,42,378735,99.962
1213,systems/singularity_seed/orchestrator.ts,39,1,39,378774,99.972
1214,lib/integrity_hash_utility.ts,32,1.2,38.4,378806,99.98
1215,lib/command_output_compactor.ts,30,1.2,36,378836,99.988
1216,systems/ops/visualizer/app.ts,7,2.4,16.8,378843,99.99
1217,systems/autogenesis/trace_habit_autogenesis.ts,11,1,11,378854,99.993
1218,systems/autogenesis/trace_habit_loop.ts,11,1,11,378865,99.996
1219,systems/state/event_stream.ts,11,1,11,378876,99.999
1220,systems/sensory/eyes_collectors/cache_store.ts,5,2,10,378881,100
