rank,path,loc,weight,impact_score,cumulative_migrated_ts_lines,projected_rust_percent_after_lane
1,systems/autonomy/autonomy_controller.ts,17810,4.3,76583,17810,5.809
2,systems/autonomy/inversion_controller.ts,6229,4.3,26784.7,24039,7.434
3,systems/spine/spine.ts,6237,3.8,23700.6,30276,9.061
4,systems/routing/model_router.ts,4421,3.6,15915.6,34697,10.214
5,systems/workflow/workflow_executor.ts,4847,3.2,15510.4,39544,11.479
6,systems/autonomy/proposal_enricher.ts,2912,3,8736,42456,12.238
7,systems/personas/cli.ts,3926,2.1,8244.6,46382,13.263
8,systems/autonomy/health_status.ts,2570,2.8,7196,48952,13.933
9,systems/ops/autotest_doctor.ts,2729,2.2,6003.8,51681,14.645
10,systems/ops/foundation_contract_gate.ts,2369,2.4,5685.6,54050,15.263
11,systems/memory/idle_dream_cycle.ts,2290,2.3,5267,56340,15.86
12,systems/ops/autotest_controller.ts,2103,2.5,5257.5,58443,16.409
13,systems/personas/orchestration.ts,2325,2.1,4882.5,60768,17.015
14,systems/spine/contract_check.ts,1684,2.8,4715.2,62452,17.455
15,systems/execution/task_decomposition_primitive.ts,1735,2.7,4684.5,64187,17.907
16,systems/autonomy/strategy_mode_governor.ts,1403,3,4209,65590,18.273
17,systems/assimilation/assimilation_controller.ts,1801,2.3,4142.3,67391,18.743
18,systems/sensory/focus_controller.ts,1782,2.3,4098.6,69173,19.208
19,systems/autonomy/outcome_fitness_loop.ts,1262,3,3786,70435,19.537
20,systems/continuum/continuum_core.ts,1792,2.1,3763.2,72227,20.005
21,systems/weaver/weaver_core.ts,1735,2.1,3643.5,73962,20.457
22,systems/autonomy/improvement_controller.ts,1068,3.3,3524.4,75030,20.736
23,systems/ops/execution_yield_recovery.ts,1438,2.4,3451.2,76468,21.111
24,systems/autonomy/red_team_harness.ts,1227,2.8,3435.6,77695,21.431
25,systems/ops/state_kernel.ts,1390,2.4,3336,79085,21.794
26,systems/memory/rust_memory_transition_lane.ts,1422,2.3,3270.6,80507,22.165
27,systems/autonomy/mirror_organ.ts,1059,3,3177,81566,22.441
28,systems/autonomy/runtime_stability_soak.ts,1057,3,3171,82623,22.717
29,systems/ops/protheus_control_plane.ts,1256,2.4,3014.4,83879,23.044
30,systems/security/venom_containment_layer.ts,1198,2.5,2995,85077,23.357
31,systems/autonomy/autonomy_simulation_harness.ts,1068,2.8,2990.4,86145,23.635
32,systems/workflow/orchestron/candidate_generator.ts,1354,2.2,2978.8,87499,23.989
33,systems/autonomy/gated_self_improvement_loop.ts,975,3,2925,88474,24.243
34,systems/ops/rust50_migration_program.ts,1215,2.4,2916,89689,24.56
35,systems/workflow/orchestron/adaptive_controller.ts,1109,2.5,2772.5,90798,24.849
36,systems/autonomy/pain_signal.ts,914,3,2742,91712,25.088
37,systems/workflow/workflow_controller.ts,1061,2.5,2652.5,92773,25.364
38,systems/ops/dynamic_burn_budget_oracle.ts,1105,2.4,2652,93878,25.653
39,systems/workflow/universal_outreach_primitive.ts,1200,2.2,2640,95078,25.966
40,systems/ops/organ_atrophy_controller.ts,969,2.7,2616.3,96047,26.219
41,systems/autonomy/drift_target_governor.ts,859,3,2577,96906,26.443
42,systems/actuation/universal_execution_primitive.ts,1296,1.9,2462.4,98202,26.781
43,systems/routing/route_execute.ts,945,2.6,2457,99147,27.027
44,systems/ops/rust_enterprise_productivity_program.ts,1022,2.4,2452.8,100169,27.294
45,systems/security/directive_hierarchy_controller.ts,874,2.8,2447.2,101043,27.522
46,systems/ops/backlog_registry.ts,1016,2.4,2438.4,102059,27.787
47,systems/ops/backlog_github_sync.ts,999,2.4,2397.6,103058,28.047
48,systems/security/agent_passport.ts,950,2.5,2375,104008,28.295
49,systems/autonomy/adaptive_crystallizer.ts,791,3,2373,104799,28.502
50,systems/autonomy/model_catalog_loop.ts,783,3,2349,105582,28.706
51,systems/routing/llm_gateway.ts,893,2.6,2321.8,106475,28.939
52,systems/autonomy/self_improvement_cadence_orchestrator.ts,767,3,2301,107242,29.139
53,systems/autonomy/improvement_orchestrator.ts,766,3,2298,108008,29.339
54,systems/security/guard.ts,896,2.5,2240,108904,29.572
55,systems/autonomy/receipt_summary.ts,721,3,2163,109625,29.761
56,systems/ops/llm_economy_organ.ts,885,2.4,2124,110510,29.991
57,systems/security/remote_emergency_halt.ts,849,2.5,2122.5,111359,30.213
58,systems/autonomy/pain_adaptive_router.ts,702,3,2106,112061,30.396
59,systems/autonomy/hold_remediation_engine.ts,632,3.3,2085.6,112693,30.561
60,systems/autonomy/collective_shadow.ts,687,3,2061,113380,30.74
61,systems/autonomy/tier1_governance.ts,670,3,2010,114050,30.915
62,systems/workflow/learning_conduit.ts,913,2.2,2008.6,114963,31.153
63,systems/security/anti_sabotage_shield.ts,802,2.5,2005,115765,31.362
64,systems/security/alias_verification_vault.ts,792,2.5,1980,116557,31.569
65,systems/ops/offsite_backup.ts,820,2.4,1968,117377,31.783
66,systems/routing/route_task.ts,756,2.6,1965.6,118133,31.98
67,systems/workflow/data_rights_engine.ts,773,2.5,1932.5,118906,32.182
68,systems/autonomy/lever_experiment_gate.ts,642,3,1926,119548,32.349
69,systems/security/soul_token_guard.ts,763,2.5,1907.5,120311,32.548
70,systems/autonomy/autonomy_rollout_controller.ts,573,3.3,1890.9,120884,32.698
71,systems/autonomy/self_documentation_closeout.ts,621,3,1863,121505,32.86
72,systems/security/delegated_authority_branching.ts,740,2.5,1850,122245,33.053
73,systems/ops/settlement_program.ts,770,2.4,1848,123015,33.254
74,systems/routing/router_budget_calibration.ts,708,2.6,1840.8,123723,33.438
75,systems/sensory/cross_signal_engine.ts,789,2.3,1814.7,124512,33.644
76,systems/memory/creative_links.ts,788,2.3,1812.4,125300,33.85
77,systems/ops/narrow_agent_parity_harness.ts,813,2.2,1788.6,126113,34.062
78,systems/memory/cryonics_tier.ts,773,2.3,1777.9,126886,34.263
79,systems/strategy/strategy_controller.ts,1103,1.6,1764.8,127989,34.551
80,systems/security/secure_heartbeat_endpoint.ts,697,2.5,1742.5,128686,34.733
81,systems/autonomy/multi_agent_debate_orchestrator.ts,572,3,1716,129258,34.882
82,systems/autonomy/background_persistent_agent_runtime.ts,571,3,1713,129829,35.031
83,systems/tools/assimilate.ts,951,1.8,1711.8,130780,35.279
84,systems/routing/provider_readiness.ts,658,2.6,1710.8,131438,35.451
85,systems/autonomy/strategy_mode.ts,568,3,1704,132006,35.599
86,systems/tools/cli_suggestion_engine.ts,804,2.1,1688.4,132810,35.809
87,systems/autonomy/self_code_evolution_sandbox.ts,554,3,1662,133364,35.953
88,systems/security/organ_state_encryption_plane.ts,664,2.5,1660,134028,36.126
89,systems/autonomy/proactive_t1_initiative_engine.ts,503,3.3,1659.9,134531,36.258
90,systems/nursery/specialist_training.ts,1654,1,1654,136185,36.689
91,systems/actuation/disposable_infrastructure_organ.ts,861,1.9,1635.9,137046,36.914
92,systems/memory/memory_federation_plane.ts,707,2.3,1626.1,137753,37.098
93,systems/ops/productized_suite_program.ts,664,2.4,1593.6,138417,37.271
94,systems/autonomy/trit_shadow_report.ts,568,2.8,1590.4,138985,37.42
95,systems/security/dream_warden_guard.ts,628,2.5,1570,139613,37.583
96,systems/autonomy/ethical_reasoning_organ.ts,516,3,1548,140129,37.718
97,systems/ops/rust_hybrid_migration_program.ts,644,2.4,1545.6,140773,37.886
98,systems/security/skin_protection_layer.ts,618,2.5,1545,141391,38.047
99,systems/fractal/regime_organ.ts,905,1.7,1538.5,142296,38.283
100,systems/tools/research.ts,838,1.8,1508.4,143134,38.502
101,systems/memory/failure_memory_bridge.ts,652,2.3,1499.6,143786,38.672
102,systems/autonomy/objective_runtime_governor.ts,493,3,1479,144279,38.801
103,systems/autonomy/canary_scheduler.ts,491,3,1473,144770,38.929
104,systems/security/constitution_guardian.ts,589,2.5,1472.5,145359,39.082
105,systems/ops/rust_control_plane_cutover.ts,609,2.4,1461.6,145968,39.241
106,systems/assimilation/group_evolving_agents_primitive.ts,730,2,1460,146698,39.432
107,systems/memory/causal_temporal_graph.ts,633,2.3,1455.9,147331,39.597
108,lib/secret_broker.ts,1211,1.2,1453.2,148542,39.913
109,systems/security/remote_tamper_heartbeat.ts,581,2.5,1452.5,149123,40.064
110,systems/ops/backlog_implementation_review.ts,602,2.4,1444.8,149725,40.221
111,systems/autonomy/batch_lane.ts,480,3,1440,150205,40.346
112,systems/ops/cleanup_orchestrator.ts,598,2.4,1435.2,150803,40.502
113,systems/ops/top50_roi_sweep.ts,593,2.4,1423.2,151396,40.657
114,systems/security/supply_chain_trust_plane.ts,564,2.5,1410,151960,40.804
115,systems/memory/offdevice_memory_replication.ts,609,2.3,1400.7,152569,40.963
116,systems/spawn/spawn_broker.ts,996,1.4,1394.4,153565,41.223
117,systems/ops/workflow_execution_closure.ts,579,2.4,1389.6,154144,41.374
118,systems/security/secret_rotation_migration_auditor.ts,555,2.5,1387.5,154699,41.519
119,systems/ops/trace_habit_autogenesis.ts,573,2.4,1375.2,155272,41.668
120,systems/autonomy/skill_generation_pipeline.ts,454,3,1362,155726,41.787
121,systems/ops/compliance_reports.ts,616,2.2,1355.2,156342,41.947
122,systems/workflow/payment_skills_bridge.ts,615,2.2,1353,156957,42.108
123,systems/memory/memory_dream.ts,581,2.3,1336.3,157538,42.259
124,systems/ops/execution_reliability_slo.ts,547,2.4,1312.8,158085,42.402
125,systems/routing/provider_onboarding_manifest.ts,502,2.6,1305.2,158587,42.533
126,systems/security/capability_switchboard.ts,522,2.5,1305,159109,42.669
127,systems/fractal/organism_cycle.ts,750,1.7,1275,159859,42.865
128,systems/autonomy/zero_permission_conversational_layer.ts,425,3,1275,160284,42.976
129,systems/autonomy/ops_dashboard.ts,424,3,1272,160708,43.086
130,systems/security/key_lifecycle_governor.ts,508,2.5,1270,161216,43.219
131,systems/ops/predictive_capacity_forecast.ts,529,2.4,1269.6,161745,43.357
132,systems/security/black_box_ledger.ts,505,2.5,1262.5,162250,43.489
133,systems/security/post_quantum_migration_lane.ts,505,2.5,1262.5,162755,43.62
134,systems/ops/soc2_type2_track.ts,525,2.4,1260,163280,43.757
135,systems/ops/v1_hardening_checkpoint.ts,525,2.4,1260,163805,43.894
136,systems/autonomy/trit_shadow_replay_calibration.ts,419,3,1257,164224,44.003
137,systems/autonomy/persistent_fractal_meta_organ.ts,418,3,1254,164642,44.113
138,systems/memory/eyes_memory_bridge.ts,544,2.3,1251.2,165186,44.254
139,systems/assimilation/capability_profile_compiler.ts,625,2,1250,165811,44.417
140,lib/trit_shadow_control.ts,1040,1.2,1248,166851,44.689
141,systems/workflow/client_communication_organ.ts,566,2.2,1245.2,167417,44.836
142,systems/ops/backlog_queue_executor.ts,518,2.4,1243.2,167935,44.972
143,systems/ops/blank_slate_reset.ts,518,2.4,1243.2,168453,45.107
144,systems/ops/self_hosted_bootstrap_compiler.ts,514,2.4,1233.6,168967,45.241
145,systems/ops/global_molt_cycle.ts,511,2.4,1226.4,169478,45.374
146,systems/ops/rust_spine_microkernel.ts,508,2.4,1219.2,169986,45.507
147,systems/autonomy/optimization_aperture_controller.ts,368,3.3,1214.4,170354,45.603
148,systems/ops/schema_evolution_contract.ts,505,2.4,1212,170859,45.734
149,systems/security/copy_hardening_pack.ts,482,2.5,1205,171341,45.86
150,systems/ops/continuous_chaos_resilience.ts,499,2.4,1197.6,171840,45.99
151,systems/ops/open_platform_release_pack.ts,497,2.4,1192.8,172337,46.12
152,systems/ops/openfang_capability_pack.ts,497,2.4,1192.8,172834,46.25
153,systems/workflow/workflow_generator.ts,542,2.2,1192.4,173376,46.391
154,systems/autonomy/dream_signal_bridge.ts,397,3,1191,173773,46.494
155,systems/autonomy/receipt_dashboard.ts,397,3,1191,174170,46.598
156,systems/workflow/gated_account_creation_organ.ts,539,2.2,1185.8,174709,46.739
157,systems/ops/model_health_auto_recovery.ts,492,2.4,1180.8,175201,46.867
158,systems/ops/platform_socket_runtime.ts,492,2.4,1180.8,175693,46.995
159,lib/strategy_resolver.ts,983,1.2,1179.6,176676,47.252
160,systems/ops/postmortem_loop.ts,491,2.4,1178.4,177167,47.38
161,systems/reflex/reflex_dispatcher.ts,1176,1,1176,178343,47.687
162,systems/memory/memory_efficiency_plane.ts,511,2.3,1175.3,178854,47.82
163,systems/autonomy/observer_mirror.ts,391,3,1173,179245,47.922
164,systems/security/governance_hardening_pack.ts,465,2.5,1162.5,179710,48.043
165,systems/security/jigsaw/attackcinema_replay_theater.ts,463,2.5,1157.5,180173,48.164
166,systems/ops/event_sourced_control_plane.ts,481,2.4,1154.4,180654,48.29
167,systems/ops/dist_runtime_cutover.ts,478,2.4,1147.2,181132,48.414
168,systems/workflow/rate_limit_intelligence.ts,520,2.2,1144,181652,48.55
169,lib/duality_seed.ts,952,1.2,1142.4,182604,48.798
170,systems/ops/deployment_packaging.ts,471,2.4,1130.4,183075,48.921
171,systems/ops/backup_integrity_check.ts,470,2.4,1128,183545,49.044
172,systems/ops/protheus_setup_wizard.ts,468,2.4,1123.2,184013,49.166
173,systems/autonomy/pipeline_spc_gate.ts,373,3,1119,184386,49.263
174,systems/security/critical_path_formal_verifier.ts,446,2.5,1115,184832,49.379
175,systems/ops/type_derived_lane_docs_autogen.ts,463,2.4,1111.2,185295,49.5
176,systems/autonomy/inversion_readiness_cert.ts,369,3,1107,185664,49.596
177,systems/spine/spine_safe_launcher.ts,394,2.8,1103.2,186058,49.699
178,systems/ops/operational_maturity_closure.ts,459,2.4,1101.6,186517,49.819
179,systems/ops/protheus_prime_seed.ts,458,2.4,1099.2,186975,49.938
180,systems/security/safety_resilience_guard.ts,439,2.5,1097.5,187414,50.053
181,systems/echo/heroic_echo_controller.ts,842,1.3,1094.6,188256,50.273
182,systems/autonomy/suggestion_lane.ts,364,3,1092,188620,50.368
183,systems/storm/storm_value_distribution.ts,1091,1,1091,189711,50.652
184,systems/workflow/high_value_play_detector.ts,493,2.2,1084.6,190204,50.781
185,systems/identity/identity_anchor.ts,1073,1,1073,191277,51.061
186,systems/ops/environment_promotion_gate.ts,447,2.4,1072.8,191724,51.177
187,systems/autonomy/mutation_safety_kernel.ts,354,3,1062,192078,51.27
188,systems/autonomy/non_yield_ledger_backfill.ts,353,3,1059,192431,51.362
189,systems/autonomy/non_yield_replay.ts,353,3,1059,192784,51.454
190,systems/ops/docs_structure_pack.ts,441,2.4,1058.4,193225,51.569
191,systems/ops/explain_decision.ts,441,2.4,1058.4,193666,51.684
192,systems/ops/system_health_audit_runner.ts,441,2.4,1058.4,194107,51.799
193,systems/security/execution_sandbox_envelope.ts,417,2.5,1042.5,194524,51.908
194,systems/sensory/temporal_patterns.ts,518,2,1036,195042,52.043
195,systems/primitives/explanation_primitive.ts,647,1.6,1035.2,195689,52.212
196,systems/ops/backlog_execution_pathfinder.ts,431,2.4,1034.4,196120,52.324
197,systems/helix/helix_controller.ts,794,1.3,1032.2,196914,52.531
198,systems/ops/alert_transport_health.ts,430,2.4,1032,197344,52.643
199,systems/memory/rust_memory_daemon_supervisor.ts,448,2.3,1030.4,197792,52.76
200,systems/ops/config_registry.ts,428,2.4,1027.2,198220,52.872
201,systems/actuation/real_world_claws_bundle.ts,539,1.9,1024.1,198759,53.012
202,systems/autonomy/genuine_creative_breakthrough_organ.ts,341,3,1023,199100,53.101
203,systems/ops/compliance_posture.ts,422,2.4,1012.8,199522,53.212
204,systems/memory/uid_connections.ts,440,2.3,1012,199962,53.326
205,systems/dual_brain/coordinator.ts,1010,1,1010,200972,53.59
206,systems/ops/config_plane_pilot.ts,417,2.4,1000.8,201389,53.699
207,systems/autonomy/self_mod_reversion_drill.ts,331,3,993,201720,53.785
208,systems/ops/token_economics_engine.ts,366,2.7,988.2,202086,53.88
209,systems/autonomy/non_yield_cycle.ts,327,3,981,202413,53.966
210,systems/fractal/mini_core_instancer.ts,487,2,974,202900,54.093
211,systems/security/goal_preservation_kernel.ts,389,2.5,972.5,203289,54.194
212,systems/self_audit/illusion_integrity_lane.ts,966,1,966,204255,54.446
213,systems/ops/cognitive_toolkit_cli.ts,398,2.4,955.2,204653,54.55
214,systems/ops/js_holdout_audit.ts,398,2.4,955.2,205051,54.654
215,systems/ops/platform_oracle_hostprofile.ts,398,2.4,955.2,205449,54.758
216,systems/ops/compliance_retention_uplift.ts,397,2.4,952.8,205846,54.861
217,systems/autonomy/trit_shadow_weekly_adaptation.ts,317,3,951,206163,54.944
218,systems/ops/simplicity_budget_gate.ts,396,2.4,950.4,206559,55.047
219,systems/workflow/orchestron/nursery_tester.ts,475,2,950,207034,55.171
220,systems/fractal/child_organ_runtime.ts,557,1.7,946.9,207591,55.316
221,systems/autonomy/physiology_opportunity_map.ts,315,3,945,207906,55.399
222,systems/routing/llm_gateway_failure_classifier.ts,363,2.6,943.8,208269,55.493
223,systems/personas/shadow_cli.ts,449,2.1,942.9,208718,55.61
224,systems/ops/rust50_sprint_contract.ts,391,2.4,938.4,209109,55.712
225,systems/autonomy/non_yield_harvest.ts,310,3,930,209419,55.793
226,systems/autonomy/strategy_readiness.ts,310,3,930,209729,55.874
227,systems/finance/economic_entity_manager.ts,927,1,927,210656,56.116
228,systems/autonomy/exception_recovery_classifier.ts,309,3,927,210965,56.197
229,systems/ops/state_backup.ts,386,2.4,926.4,211351,56.297
230,systems/security/legion_geas_protocol.ts,369,2.5,922.5,211720,56.394
231,systems/security/lockweaver/eternal_flux_field.ts,369,2.5,922.5,212089,56.49
232,systems/assimilation/memory_evolution_primitive.ts,461,2,922,212550,56.61
233,systems/actuation/sub_executor_synthesis.ts,485,1.9,921.5,213035,56.737
234,systems/security/repository_access_auditor.ts,368,2.5,920,213403,56.833
235,systems/tools/proactive_assimilation.ts,511,1.8,919.8,213914,56.966
236,systems/sensory/multi_hop_objective_chain_mapper.ts,459,2,918,214373,57.086
237,systems/security/directive_intake.ts,365,2.5,912.5,214738,57.181
238,systems/security/operator_terms_ack.ts,365,2.5,912.5,215103,57.276
239,systems/actuation/actuation_executor.ts,480,1.9,912,215583,57.401
240,systems/weaver/arbitration_engine.ts,433,2.1,909.3,216016,57.514
241,systems/memory/dream_model_failover.ts,395,2.3,908.5,216411,57.617
242,systems/assimilation/world_model_freshness.ts,453,2,906,216864,57.735
243,systems/budget/system_budget.ts,904,1,904,217768,57.971
244,systems/ops/first_run_onboarding_wizard.ts,375,2.4,900,218143,58.069
245,systems/autonomy/strategy_execute_guard.ts,300,3,900,218443,58.147
246,systems/primitives/effect_type_system.ts,562,1.6,899.2,219005,58.294
247,systems/primitives/emergent_primitive_synthesis.ts,561,1.6,897.6,219566,58.44
248,systems/ops/public_docs_developer_experience_overhaul.ts,374,2.4,897.6,219940,58.538
249,systems/autonomy/non_yield_enqueue.ts,299,3,897,220239,58.616
250,systems/workflow/client_relationship_manager.ts,407,2.2,895.4,220646,58.722
251,systems/ops/error_budget_release_gate.ts,373,2.4,895.2,221019,58.819
252,systems/security/governance_hardening_lane.ts,357,2.5,892.5,221376,58.912
253,systems/ops/reproducible_distribution_artifact_pack.ts,370,2.4,888,221746,59.009
254,systems/security/skill_install_path_enforcer.ts,355,2.5,887.5,222101,59.102
255,systems/fractal/engine.ts,519,1.7,882.3,222620,59.237
256,systems/autonomy/escalation_resolver.ts,293,3,879,222913,59.313
257,systems/ops/binary_runtime_hardening.ts,365,2.4,876,223278,59.409
258,systems/security/schema_contract_check.ts,349,2.5,872.5,223627,59.5
259,systems/adaptive/strategy/strategy_store.ts,872,1,872,224499,59.727
260,systems/sensory/eyes_intake.ts,436,2,872,224935,59.841
261,systems/redteam/adaptive_defense_expansion.ts,870,1,870,225805,60.068
262,systems/autonomy/objective_optimization_floor.ts,290,3,870,226095,60.143
263,systems/ops/enterprise_scm_cd_mirror_plane.ts,360,2.4,864,226455,60.237
264,systems/ops/org_code_format_guard.ts,360,2.4,864,226815,60.331
265,systems/ops/state_kernel_cutover.ts,360,2.4,864,227175,60.425
266,systems/ops/public_benchmark_pack.ts,359,2.4,861.6,227534,60.519
267,systems/ops/execution_doctor_ga.ts,391,2.2,860.2,227925,60.621
268,lib/directive_resolver.ts,716,1.2,859.2,228641,60.808
269,systems/primitives/long_horizon_planning_primitive.ts,537,1.6,859.2,229178,60.948
270,systems/ops/protheus_debug_diagnostics.ts,357,2.4,856.8,229535,61.041
271,systems/ops/backlog_lane_batch_delivery.ts,356,2.4,854.4,229891,61.134
272,systems/redteam/ant_colony_controller.ts,656,1.3,852.8,230547,61.305
273,systems/ops/rm_progress_dashboard.ts,354,2.4,849.6,230901,61.397
274,systems/ops/mobile_wrapper_distribution_pack.ts,353,2.4,847.2,231254,61.489
275,systems/ops/post_launch_migration_readiness.ts,352,2.4,844.8,231606,61.581
276,systems/ops/signal_slo_deadlock_breaker.ts,352,2.4,844.8,231958,61.673
277,systems/redteam/self_improving_redteam_trainer.ts,844,1,844,232802,61.893
278,systems/ops/platform_adaptation_channel_runtime.ts,351,2.4,842.4,233153,61.985
279,systems/ops/handoff_pack.ts,348,2.4,835.2,233501,62.075
280,systems/security/skill_quarantine.ts,333,2.5,832.5,233834,62.162
281,systems/ops/chromeos_fuchsia_distribution_ota_adapter.ts,345,2.4,828,234179,62.252
282,systems/primitives/runtime_scheduler.ts,516,1.6,825.6,234695,62.387
283,systems/blockchain/sovereign_blockchain_bridge.ts,824,1,824,235519,62.602
284,systems/security/startup_attestation.ts,356,2.3,818.8,235875,62.695
285,systems/assimilation/collective_reasoning_primitive.ts,409,2,818,236284,62.801
286,systems/ops/rust50_conf001_execution_cutover.ts,339,2.4,813.6,236623,62.89
287,systems/security/crimson_wraith_protocol.ts,325,2.5,812.5,236948,62.975
288,systems/assimilation/context_navigation_primitive.ts,406,2,812,237354,63.081
289,systems/ops/stale_state_cleanup.ts,338,2.4,811.2,237692,63.169
290,systems/ops/phone_seed_profile.ts,337,2.4,808.8,238029,63.257
291,systems/ops/rust_authoritative_microkernel_acceleration.ts,337,2.4,808.8,238366,63.345
292,systems/ops/composite_disaster_gameday.ts,336,2.4,806.4,238702,63.432
293,systems/ops/state_cleanup.ts,335,2.4,804,239037,63.52
294,systems/routing/model_variant_profile.ts,309,2.6,803.4,239346,63.6
295,systems/ops/autotest_recipe_verifier.ts,365,2.2,803,239711,63.695
296,systems/assimilation/environment_evolution_layer.ts,401,2,802,240112,63.8
297,lib/success_criteria_verifier.ts,668,1.2,801.6,240780,63.974
298,systems/ops/scale_benchmark.ts,334,2.4,801.6,241114,64.061
299,systems/ops/ci_baseline_guard.ts,333,2.4,799.2,241447,64.148
300,systems/security/autonomous_skill_necessity_audit.ts,319,2.5,797.5,241766,64.231
301,systems/ops/federated_sovereign_mesh_runtime.ts,331,2.4,794.4,242097,64.318
302,systems/ops/platform_path_contract_pack.ts,331,2.4,794.4,242428,64.404
303,systems/ops/rust50_sprint1_batch.ts,331,2.4,794.4,242759,64.491
304,systems/assimilation/generative_meta_model_primitive.ts,396,2,792,243155,64.594
305,systems/ops/deny_telemetry_normalizer.ts,328,2.4,787.2,243483,64.679
306,systems/security/formal_invariant_engine.ts,281,2.8,786.8,243764,64.753
307,systems/ops/state_backup_integrity.ts,327,2.4,784.8,244091,64.838
308,lib/symbiosis_coherence_signal.ts,653,1.2,783.6,244744,65.008
309,systems/ops/backlog_intake_quality_gate.ts,325,2.4,780,245069,65.093
310,systems/autonomy/two_phase_change_execution.ts,260,3,780,245329,65.161
311,systems/ops/critical_path_policy_coverage.ts,353,2.2,776.6,245682,65.253
312,systems/ops/dr_gameday.ts,323,2.4,775.2,246005,65.337
313,systems/actuation/bridge_from_proposals.ts,407,1.9,773.3,246412,65.443
314,systems/sensory/dynamic_source_reliability_graph.ts,385,2,770,246797,65.544
315,systems/workflow/orchestron/contracts.ts,350,2.2,770,247147,65.635
316,systems/migration/core_migration_bridge.ts,769,1,769,247916,65.836
317,systems/ops/ngc_nvidia_enterprise_distribution_adapter.ts,320,2.4,768,248236,65.919
318,systems/security/repo_hygiene_guard.ts,306,2.5,765,248542,65.999
319,systems/sensory/collector_driver.ts,382,2,764,248924,66.099
320,systems/actuation/multi_channel_adapter.ts,402,1.9,763.8,249326,66.204
321,systems/ops/autotest_doctor_watchdog.ts,347,2.2,763.4,249673,66.294
322,systems/security/capability_envelope_guard.ts,305,2.5,762.5,249978,66.374
323,systems/assimilation/generative_simulation_mode.ts,381,2,762,250359,66.473
324,systems/routing/hardware_model_planner.ts,293,2.6,761.8,250652,66.55
325,systems/assimilation/test_time_memory_evolution_primitive.ts,422,1.8,759.6,251074,66.66
326,systems/ops/broken_piece_lab.ts,315,2.4,756,251389,66.742
327,systems/security/ip_posture_review.ts,301,2.5,752.5,251690,66.82
328,systems/autonomy/alignment_oracle.ts,250,3,750,251940,66.886
329,systems/ops/aws_reproducible_artifact_profile.ts,312,2.4,748.8,252252,66.967
330,systems/observability/metrics_exporter.ts,748,1,748,253000,67.162
331,systems/autonomy/proposal_admission_hygiene.ts,249,3,747,253249,67.227
332,systems/autonomy/proposal_type_outcome_calibrator.ts,249,3,747,253498,67.292
333,systems/ops/autonomy_health_visibility_dashboard.ts,311,2.4,746.4,253809,67.373
334,systems/security/habit_hygiene_guard.ts,298,2.5,745,254107,67.451
335,systems/ops/guided_recovery_error_ux.ts,310,2.4,744,254417,67.532
336,systems/ops/script_surface_reduction_wave2.ts,310,2.4,744,254727,67.613
337,systems/security/enterprise_access_gate.ts,296,2.5,740,255023,67.69
338,systems/ops/rust_hotpath_inventory.ts,308,2.4,739.2,255331,67.77
339,systems/autonomy/swarm_verification_mode.ts,245,3,735,255576,67.834
340,systems/ops/protheus_completion.ts,306,2.4,734.4,255882,67.914
341,systems/ops/repo_hygiene_generated_guard.ts,305,2.4,732,256187,67.993
342,systems/ops/polish_perception_program.ts,304,2.4,729.6,256491,68.073
343,systems/execution/index.ts,269,2.7,726.3,256760,68.143
344,systems/assimilation/adaptive_ensemble_routing_primitive.ts,363,2,726,257123,68.238
345,systems/autonomy/execution_worthiness_gate.ts,242,3,726,257365,68.301
346,systems/ops/dependency_boundary_guard.ts,301,2.4,722.4,257666,68.379
347,systems/memory/memory_index_freshness_gate.ts,314,2.3,722.2,257980,68.461
348,systems/assimilation/self_teacher_distillation_primitive.ts,361,2,722,258341,68.555
349,systems/habits/habit_cell_pool_executor.ts,480,1.5,720,258821,68.681
350,systems/sensory/hypothesis_lifecycle_ledger.ts,360,2,720,259181,68.774
351,systems/security/model_vaccine_sandbox.ts,288,2.5,720,259469,68.85
352,systems/memory/napi_build_surface_compat.ts,313,2.3,719.9,259782,68.931
353,systems/ops/state_stream_policy_check.ts,327,2.2,719.4,260109,69.017
354,systems/sensory/novelty_saturation_prioritization_engine.ts,312,2.3,717.6,260421,69.098
355,systems/routing/task_type_outcome_learning.ts,276,2.6,717.6,260697,69.17
356,systems/security/mirrorreaper_tier4_resource_inversion.ts,286,2.5,715,260983,69.245
357,systems/sensory/detector_error_taxonomy_autotune.ts,357,2,714,261340,69.338
358,systems/ops/aws_ci_cd_mirror_plane.ts,296,2.4,710.4,261636,69.415
359,systems/ops/queue_log_compact.ts,296,2.4,710.4,261932,69.492
360,systems/ops/ui_phase1_polish_consistency_pass.ts,296,2.4,710.4,262228,69.569
361,systems/spine/rsi_idle_hands_scheduler.ts,253,2.8,708.4,262481,69.635
362,systems/assimilation/candidacy_ledger.ts,354,2,708,262835,69.728
363,systems/ops/host_adaptation_operator_surface.ts,295,2.4,708,263130,69.805
364,systems/ops/root_scaffolding_rationalization.ts,295,2.4,708,263425,69.882
365,systems/security/psycheforge/_shared.ts,283,2.5,707.5,263708,69.955
366,systems/ops/chaos_program.ts,294,2.4,705.6,264002,70.032
367,systems/ops/system_visualizer_guard.ts,294,2.4,705.6,264296,70.109
368,systems/memory/cross_domain_mapper.ts,306,2.3,703.8,264602,70.189
